7.158114062500000000e+04,4.796258203125000000e+04,4.380064843750000000e+04,4.226800000000000000e+04,4.150466796875000000e+04,4.103509765625000000e+04,4.074224218750000000e+04,4.054797656250000000e+04,4.041034765625000000e+04,4.030717578125000000e+04,4.023277734375000000e+04,4.017090234375000000e+04,4.012619140625000000e+04,4.008277734375000000e+04,4.004986328125000000e+04,4.002110546875000000e+04,3.999762890625000000e+04,3.997658203125000000e+04,3.995817187500000000e+04,3.994295312500000000e+04
6.137042968750000000e+04,4.219237500000000000e+04,3.865710546875000000e+04,3.715871484375000000e+04,3.630334375000000000e+04,3.581957421875000000e+04,3.551272265625000000e+04,3.530493359375000000e+04,3.516257812500000000e+04,3.506912890625000000e+04,3.500029687500000000e+04,3.495207031250000000e+04,3.491056640625000000e+04,3.488048437500000000e+04,3.485300781250000000e+04,3.483212890625000000e+04,3.481255859375000000e+04,3.479727343750000000e+04,3.478302734375000000e+04,3.477105859375000000e+04
1.228743750000000000e+05,7.270939843750000000e+04,6.423821484375000000e+04,6.094528515625000000e+04,5.917765234375000000e+04,5.813520312500000000e+04,5.742045312500000000e+04,5.691419531250000000e+04,5.654790234375000000e+04,5.626215625000000000e+04,5.605215625000000000e+04,5.587654687500000000e+04,5.574535546875000000e+04,5.561756250000000000e+04,5.552726562500000000e+04,5.544396875000000000e+04,5.537367578125000000e+04,5.531400390625000000e+04,5.526087109375000000e+04,5.520985937500000000e+04
1.097617109375000000e+05,5.480810937500000000e+04,4.570475390625000000e+04,4.194013671875000000e+04,3.963879296875000000e+04,3.820262500000000000e+04,3.722374609375000000e+04,3.648773046875000000e+04,3.593062890625000000e+04,3.552232812500000000e+04,3.521217187500000000e+04,3.496135546875000000e+04,3.475251562500000000e+04,3.458761328125000000e+04,3.446266015625000000e+04,3.436008984375000000e+04,3.427446484375000000e+04,3.420461718750000000e+04,3.414732421875000000e+04,3.409275390625000000e+04
6.478742578125000000e+04,5.111113281250000000e+04,4.777429687500000000e+04,4.647732031250000000e+04,4.583175000000000000e+04,4.546931250000000000e+04,4.523729687500000000e+04,4.508309375000000000e+04,4.497755859375000000e+04,4.490263671875000000e+04,4.484772656250000000e+04,4.480664453125000000e+04,4.477366015625000000e+04,4.474684765625000000e+04,4.472518750000000000e+04,4.470685937500000000e+04,4.469179296875000000e+04,4.467900781250000000e+04,4.466782421875000000e+04,4.465814453125000000e+04
6.408113281250000000e+04,4.144371093750000000e+04,3.792175781250000000e+04,3.660933203125000000e+04,3.592158984375000000e+04,3.549995312500000000e+04,3.521989843750000000e+04,3.501674218750000000e+04,3.487285156250000000e+04,3.475744531250000000e+04,3.466633984375000000e+04,3.460156640625000000e+04,3.454785546875000000e+04,3.450124609375000000e+04,3.446092187500000000e+04,3.442826562500000000e+04,3.439928906250000000e+04,3.437460546875000000e+04,3.435462890625000000e+04,3.433524609375000000e+04
5.597655078125000000e+04,4.680229687500000000e+04,4.456748828125000000e+04,4.355948437500000000e+04,4.300488281250000000e+04,4.264610937500000000e+04,4.241214062500000000e+04,4.224458593750000000e+04,4.211462500000000000e+04,4.202010937500000000e+04,4.193725000000000000e+04,4.187791796875000000e+04,4.182503515625000000e+04,4.178328906250000000e+04,4.174566015625000000e+04,4.171461328125000000e+04,4.168626562500000000e+04,4.166140625000000000e+04,4.163850390625000000e+04,4.161962890625000000e+04
8.277067187500000000e+04,5.902092968750000000e+04,5.463778906250000000e+04,5.288257421875000000e+04,5.200901953125000000e+04,5.146255859375000000e+04,5.112355078125000000e+04,5.088876562500000000e+04,5.072192578125000000e+04,5.059915625000000000e+04,5.050868750000000000e+04,5.043578125000000000e+04,5.037142578125000000e+04,5.032851953125000000e+04,5.028701562500000000e+04,5.025376953125000000e+04,5.022412109375000000e+04,5.019879296875000000e+04,5.017558593750000000e+04,5.015724609375000000e+04
8.517025781250000000e+04,5.795560546875000000e+04,5.253005078125000000e+04,5.055442578125000000e+04,4.959330859375000000e+04,4.897706640625000000e+04,4.858255859375000000e+04,4.831738281250000000e+04,4.813596093750000000e+04,4.800160937500000000e+04,4.790220703125000000e+04,4.782696875000000000e+04,4.776001953125000000e+04,4.770917578125000000e+04,4.766512109375000000e+04,4.763119140625000000e+04,4.760034765625000000e+04,4.757347656250000000e+04,4.755149218750000000e+04,4.753019531250000000e+04
2.494361875000000000e+05,1.181541796875000000e+05,5.779152734375000000e+04,5.056657031250000000e+04,4.762382421875000000e+04,4.551600390625000000e+04,4.404175390625000000e+04,4.290239453125000000e+04,4.195211718750000000e+04,4.118197656250000000e+04,4.054518359375000000e+04,4.005748437500000000e+04,3.964104687500000000e+04,3.930186328125000000e+04,3.900888281250000000e+04,3.878291796875000000e+04,3.857062109375000000e+04,3.839498437500000000e+04,3.823979296875000000e+04,3.811831640625000000e+04
