5.099700625000000000e+05,3.434748437500000000e+05,2.968477500000000000e+05,2.745623125000000000e+05,2.625970000000000000e+05,2.562329218750000000e+05,2.524086562500000000e+05,2.499559531250000000e+05,2.481910156250000000e+05,2.469179687500000000e+05,2.459451875000000000e+05,2.451128906250000000e+05,2.444070000000000000e+05,2.437985000000000000e+05,2.432867812500000000e+05,2.428333750000000000e+05,2.424185937500000000e+05,2.419761250000000000e+05,2.416075781250000000e+05,2.412862500000000000e+05,2.410224218750000000e+05,2.408040312500000000e+05,2.406157343750000000e+05,2.404359375000000000e+05,2.402577812500000000e+05,2.400739843750000000e+05,2.398898437500000000e+05,2.397061250000000000e+05,2.395620937500000000e+05,2.394397500000000000e+05,2.393370625000000000e+05,2.392356406250000000e+05,2.391405781250000000e+05,2.390514218750000000e+05,2.389604218750000000e+05,2.388740625000000000e+05,2.387957812500000000e+05,2.387251875000000000e+05,2.386623750000000000e+05,2.386036718750000000e+05
2.657198437500000000e+05,2.102480312500000000e+05,1.978171093750000000e+05,1.939375000000000000e+05,1.920346093750000000e+05,1.909084687500000000e+05,1.901187343750000000e+05,1.895677500000000000e+05,1.891603906250000000e+05,1.888498593750000000e+05,1.886091718750000000e+05,1.884135781250000000e+05,1.882538750000000000e+05,1.881195781250000000e+05,1.880036250000000000e+05,1.879022500000000000e+05,1.878129687500000000e+05,1.877342343750000000e+05,1.876650625000000000e+05,1.876018281250000000e+05,1.875440312500000000e+05,1.874908125000000000e+05,1.874424062500000000e+05,1.873971562500000000e+05,1.873547031250000000e+05,1.873152031250000000e+05,1.872784375000000000e+05,1.872442500000000000e+05,1.872132500000000000e+05,1.871840781250000000e+05,1.871563437500000000e+05,1.871290468750000000e+05,1.871020625000000000e+05,1.870762343750000000e+05,1.870519375000000000e+05,1.870286250000000000e+05,1.870067500000000000e+05,1.869863437500000000e+05,1.869668125000000000e+05,1.869480937500000000e+05
2.721598437500000000e+05,2.064065937500000000e+05,1.871167031250000000e+05,1.800545625000000000e+05,1.771495937500000000e+05,1.757505937500000000e+05,1.749160937500000000e+05,1.743896562500000000e+05,1.740251718750000000e+05,1.737628906250000000e+05,1.735579218750000000e+05,1.733908906250000000e+05,1.732531250000000000e+05,1.731340781250000000e+05,1.730345312500000000e+05,1.729505781250000000e+05,1.728787656250000000e+05,1.728148906250000000e+05,1.727578437500000000e+05,1.727063281250000000e+05,1.726607500000000000e+05,1.726188437500000000e+05,1.725797812500000000e+05,1.725445468750000000e+05,1.725105000000000000e+05,1.724780312500000000e+05,1.724485312500000000e+05,1.724204218750000000e+05,1.723934062500000000e+05,1.723672812500000000e+05,1.723421406250000000e+05,1.723187656250000000e+05,1.722971562500000000e+05,1.722768281250000000e+05,1.722574687500000000e+05,1.722390312500000000e+05,1.722212500000000000e+05,1.722043281250000000e+05,1.721880625000000000e+05,1.721722031250000000e+05
2.555541875000000000e+05,2.085754062500000000e+05,1.960718125000000000e+05,1.916592968750000000e+05,1.893349687500000000e+05,1.878975625000000000e+05,1.869475625000000000e+05,1.862648593750000000e+05,1.857324687500000000e+05,1.853071875000000000e+05,1.849610000000000000e+05,1.846817812500000000e+05,1.844385625000000000e+05,1.842307968750000000e+05,1.840550625000000000e+05,1.839031250000000000e+05,1.837680625000000000e+05,1.836473437500000000e+05,1.835380937500000000e+05,1.834380781250000000e+05,1.833452656250000000e+05,1.832644062500000000e+05,1.831905468750000000e+05,1.831206875000000000e+05,1.830583125000000000e+05,1.829976250000000000e+05,1.829428437500000000e+05,1.828919062500000000e+05,1.828449218750000000e+05,1.827998750000000000e+05,1.827562500000000000e+05,1.827154218750000000e+05,1.826771875000000000e+05,1.826421875000000000e+05,1.826093437500000000e+05,1.825788750000000000e+05,1.825499218750000000e+05,1.825221093750000000e+05,1.824960312500000000e+05,1.824706562500000000e+05
2.996024062500000000e+05,2.258253906250000000e+05,2.029253437500000000e+05,1.931775625000000000e+05,1.893357968750000000e+05,1.874767031250000000e+05,1.863420625000000000e+05,1.855431875000000000e+05,1.849554062500000000e+05,1.844976562500000000e+05,1.841274531250000000e+05,1.838166250000000000e+05,1.835436093750000000e+05,1.832991875000000000e+05,1.830758750000000000e+05,1.828943437500000000e+05,1.827492187500000000e+05,1.826222187500000000e+05,1.825105000000000000e+05,1.824092968750000000e+05,1.823172187500000000e+05,1.822324687500000000e+05,1.821567187500000000e+05,1.820906250000000000e+05,1.820331093750000000e+05,1.819802656250000000e+05,1.819310781250000000e+05,1.818834531250000000e+05,1.818386875000000000e+05,1.817969687500000000e+05,1.817580312500000000e+05,1.817216562500000000e+05,1.816874062500000000e+05,1.816544218750000000e+05,1.816220937500000000e+05,1.815915000000000000e+05,1.815617812500000000e+05,1.815338125000000000e+05,1.815080312500000000e+05,1.814842187500000000e+05
2.620755937500000000e+05,2.215384375000000000e+05,2.086849687500000000e+05,2.030490625000000000e+05,2.000368125000000000e+05,1.981932343750000000e+05,1.969798906250000000e+05,1.961217187500000000e+05,1.955004218750000000e+05,1.950259375000000000e+05,1.946567812500000000e+05,1.943644218750000000e+05,1.941224062500000000e+05,1.939277812500000000e+05,1.937609375000000000e+05,1.936186093750000000e+05,1.934937812500000000e+05,1.933842968750000000e+05,1.932872656250000000e+05,1.932035468750000000e+05,1.931260937500000000e+05,1.930548750000000000e+05,1.929894062500000000e+05,1.929287187500000000e+05,1.928742812500000000e+05,1.928251093750000000e+05,1.927793437500000000e+05,1.927367500000000000e+05,1.926987343750000000e+05,1.926638750000000000e+05,1.926317656250000000e+05,1.926018281250000000e+05,1.925734375000000000e+05,1.925462968750000000e+05,1.925203437500000000e+05,1.924963125000000000e+05,1.924737968750000000e+05,1.924525312500000000e+05,1.924327968750000000e+05,1.924140468750000000e+05
1.988014375000000000e+05,1.793935156250000000e+05,1.735450781250000000e+05,1.711275468750000000e+05,1.698348437500000000e+05,1.690244375000000000e+05,1.684623125000000000e+05,1.680467656250000000e+05,1.677332656250000000e+05,1.674882500000000000e+05,1.672857500000000000e+05,1.671118906250000000e+05,1.669619531250000000e+05,1.668310156250000000e+05,1.667156875000000000e+05,1.666122187500000000e+05,1.665176250000000000e+05,1.664324062500000000e+05,1.663575156250000000e+05,1.662918125000000000e+05,1.662337031250000000e+05,1.661808125000000000e+05,1.661332187500000000e+05,1.660911562500000000e+05,1.660518593750000000e+05,1.660149375000000000e+05,1.659786562500000000e+05,1.659427343750000000e+05,1.659079843750000000e+05,1.658748906250000000e+05,1.658431406250000000e+05,1.658137031250000000e+05,1.657845468750000000e+05,1.657564687500000000e+05,1.657296875000000000e+05,1.657036875000000000e+05,1.656782812500000000e+05,1.656542812500000000e+05,1.656306718750000000e+05,1.656092031250000000e+05
1.988828437500000000e+05,1.767874687500000000e+05,1.715490937500000000e+05,1.694612031250000000e+05,1.683631250000000000e+05,1.676756875000000000e+05,1.672035937500000000e+05,1.668758750000000000e+05,1.666260468750000000e+05,1.664313750000000000e+05,1.662733750000000000e+05,1.661413437500000000e+05,1.660257500000000000e+05,1.659283125000000000e+05,1.658434375000000000e+05,1.657689687500000000e+05,1.657030156250000000e+05,1.656436250000000000e+05,1.655921562500000000e+05,1.655457968750000000e+05,1.655046562500000000e+05,1.654676250000000000e+05,1.654323125000000000e+05,1.653995625000000000e+05,1.653689218750000000e+05,1.653405156250000000e+05,1.653142656250000000e+05,1.652902343750000000e+05,1.652675781250000000e+05,1.652465781250000000e+05,1.652265000000000000e+05,1.652078750000000000e+05,1.651901250000000000e+05,1.651731875000000000e+05,1.651573437500000000e+05,1.651423125000000000e+05,1.651280000000000000e+05,1.651142656250000000e+05,1.651005000000000000e+05,1.650872812500000000e+05
3.224530625000000000e+05,2.598235625000000000e+05,2.468242187500000000e+05,2.424099687500000000e+05,2.402843593750000000e+05,2.390010625000000000e+05,2.381820625000000000e+05,2.375668906250000000e+05,2.371105468750000000e+05,2.367523125000000000e+05,2.364522812500000000e+05,2.361949375000000000e+05,2.359773593750000000e+05,2.357997343750000000e+05,2.356424375000000000e+05,2.354977500000000000e+05,2.353753437500000000e+05,2.352656250000000000e+05,2.351620312500000000e+05,2.350703125000000000e+05,2.349851562500000000e+05,2.349077500000000000e+05,2.348377656250000000e+05,2.347737187500000000e+05,2.347083125000000000e+05,2.346486093750000000e+05,2.345931562500000000e+05,2.345410937500000000e+05,2.344939218750000000e+05,2.344470781250000000e+05,2.344051250000000000e+05,2.343656406250000000e+05,2.343300312500000000e+05,2.342950156250000000e+05,2.342625625000000000e+05,2.342315312500000000e+05,2.342030312500000000e+05,2.341763437500000000e+05,2.341513593750000000e+05,2.341268437500000000e+05
3.141068125000000000e+05,2.397489687500000000e+05,2.234533750000000000e+05,2.179429687500000000e+05,2.153644531250000000e+05,2.138773906250000000e+05,2.129268906250000000e+05,2.122777500000000000e+05,2.118256250000000000e+05,2.114804062500000000e+05,2.112155781250000000e+05,2.110082812500000000e+05,2.108374062500000000e+05,2.106959687500000000e+05,2.105742500000000000e+05,2.104686250000000000e+05,2.103750625000000000e+05,2.102919218750000000e+05,2.102182187500000000e+05,2.101524687500000000e+05,2.100943437500000000e+05,2.100418125000000000e+05,2.099932500000000000e+05,2.099490312500000000e+05,2.099085000000000000e+05,2.098698437500000000e+05,2.098346875000000000e+05,2.098024375000000000e+05,2.097727968750000000e+05,2.097444375000000000e+05,2.097186718750000000e+05,2.096943437500000000e+05,2.096713906250000000e+05,2.096496875000000000e+05,2.096293437500000000e+05,2.096101875000000000e+05,2.095917812500000000e+05,2.095745625000000000e+05,2.095581875000000000e+05,2.095422812500000000e+05
