9.166634082794189453e-01,1.063752818107604980e+01,2.117385888099670410e+01,3.217942237854003906e+01,4.326794052124023438e+01,5.439142489433288574e+01,6.558326125144958496e+01,7.678090119361877441e+01,8.824317359924316406e+01,9.957804679870605469e+01,1.108229491710662842e+02,1.221279556751251221e+02,1.334036462306976318e+02,1.447342984676361084e+02,1.560970177650451660e+02,1.674808328151702881e+02,1.787757723331451416e+02,1.900369892120361328e+02,2.012820069789886475e+02,2.125441567897796631e+02,2.238331186771392822e+02,2.350805442333221436e+02,2.463618741035461426e+02,2.575686068534851074e+02,2.687743291854858398e+02,2.799849264621734619e+02,2.911917145252227783e+02,3.023822300434112549e+02,3.135925006866455078e+02,3.247956769466400146e+02,3.360108838081359863e+02,3.472192764282226562e+02,3.584419214725494385e+02,3.696443533897399902e+02,3.809267711639404297e+02,3.922344722747802734e+02,4.035240726470947266e+02,4.146447443962097168e+02,4.258504660129547119e+02,4.370682854652404785e+02,4.483586525917053223e+02
3.406057357788085938e-01,1.042851972579956055e+01,2.127393293380737305e+01,3.246735882759094238e+01,4.363388848304748535e+01,5.483575344085693359e+01,6.601600360870361328e+01,7.721840643882751465e+01,8.841007328033447266e+01,9.957811188697814941e+01,1.107632024288177490e+02,1.219453680515289307e+02,1.330856361389160156e+02,1.442675504684448242e+02,1.555361449718475342e+02,1.667733330726623535e+02,1.779102752208709717e+02,1.891245951652526855e+02,2.002876589298248291e+02,2.113470127582550049e+02,2.223812336921691895e+02,2.333995342254638672e+02,2.444229798316955566e+02,2.555077245235443115e+02,2.666529386043548584e+02,2.778315699100494385e+02,2.889986209869384766e+02,3.001853442192077637e+02,3.113609938621520996e+02,3.225659172534942627e+02,3.338002245426177979e+02,3.450184211730957031e+02,3.562174458503723145e+02,3.673798894882202148e+02,3.785523998737335205e+02,3.897319202423095703e+02,4.009410853385925293e+02,4.120896408557891846e+02,4.232740783691406250e+02,4.344210968017578125e+02,4.455610444545745850e+02
3.354253768920898438e-01,1.040330672264099121e+01,2.120073652267456055e+01,3.239083957672119141e+01,4.357452917098999023e+01,5.472149658203125000e+01,6.588056015968322754e+01,7.703852987289428711e+01,8.819093394279479980e+01,9.935213661193847656e+01,1.104674470424652100e+02,1.216031489372253418e+02,1.327530043125152588e+02,1.438996415138244629e+02,1.550663390159606934e+02,1.662313923835754395e+02,1.773816537857055664e+02,1.885162816047668457e+02,1.996617434024810791e+02,2.108415563106536865e+02,2.220131235122680664e+02,2.331885206699371338e+02,2.443379199504852295e+02,2.554980809688568115e+02,2.666819694042205811e+02,2.778936996459960938e+02,2.890396170616149902e+02,3.002064685821533203e+02,3.114009144306182861e+02,3.225392100811004639e+02,3.337278180122375488e+02,3.449073426723480225e+02,3.560604953765869141e+02,3.672439031600952148e+02,3.784075529575347900e+02,3.895731968879699707e+02,4.007116396427154541e+02,4.118650324344635010e+02,4.229753952026367188e+02,4.340939688682556152e+02,4.452199027538299561e+02
3.510713577270507812e-01,1.043309617042541504e+01,2.126157927513122559e+01,3.243455243110656738e+01,4.357522511482238770e+01,5.473227548599243164e+01,6.587446880340576172e+01,7.704551243782043457e+01,8.825874018669128418e+01,9.941026425361633301e+01,1.105853085517883301e+02,1.218208098411560059e+02,1.329654209613800049e+02,1.441337120532989502e+02,1.553133847713470459e+02,1.664945080280303955e+02,1.776744790077209473e+02,1.888560109138488770e+02,2.000601568222045898e+02,2.112239041328430176e+02,2.224682900905609131e+02,2.336762797832489014e+02,2.449171264171600342e+02,2.561048791408538818e+02,2.672438359260559082e+02,2.784220130443572998e+02,2.896412596702575684e+02,3.008379659652709961e+02,3.120378198623657227e+02,3.231920542716979980e+02,3.343783912658691406e+02,3.455609128475189209e+02,3.567504653930664062e+02,3.682407860755920410e+02,3.795039215087890625e+02,3.907719686031341553e+02,4.020277276039123535e+02,4.132186303138732910e+02,4.244249744415283203e+02,4.356340143680572510e+02,4.468443386554718018e+02
3.682732582092285156e-01,1.047402286529541016e+01,2.131631875038146973e+01,3.255626273155212402e+01,4.374114537239074707e+01,5.491743969917297363e+01,6.616304683685302734e+01,7.735994863510131836e+01,8.856189727783203125e+01,9.971538066864013672e+01,1.109350910186767578e+02,1.221664593219757080e+02,1.333492672443389893e+02,1.445730206966400146e+02,1.557413592338562012e+02,1.669502086639404297e+02,1.781820085048675537e+02,1.894231965541839600e+02,2.006568531990051270e+02,2.118493306636810303e+02,2.230091462135314941e+02,2.342294292449951172e+02,2.453986160755157471e+02,2.565484645366668701e+02,2.677116839885711670e+02,2.789138333797454834e+02,2.901319453716278076e+02,3.013633973598480225e+02,3.125715072154998779e+02,3.237457938194274902e+02,3.349788885116577148e+02,3.461439611911773682e+02,3.573326227664947510e+02,3.685093874931335449e+02,3.796727757453918457e+02,3.908854088783264160e+02,4.021058664321899414e+02,4.133118331432342529e+02,4.245139834880828857e+02,4.357850263118743896e+02,4.469714908599853516e+02
4.187450408935546875e-01,1.046696352958679199e+01,2.131566596031188965e+01,3.251096248626708984e+01,4.370570206642150879e+01,5.489259696006774902e+01,6.608722543716430664e+01,7.725519752502441406e+01,8.841781163215637207e+01,9.978032040596008301e+01,1.109893178939819336e+02,1.222414097785949707e+02,1.335507302284240723e+02,1.447560460567474365e+02,1.559549944400787354e+02,1.672107987403869629e+02,1.784186646938323975e+02,1.896305768489837646e+02,2.007987122535705566e+02,2.120199532508850098e+02,2.232422730922698975e+02,2.344591054916381836e+02,2.456629772186279297e+02,2.568950247764587402e+02,2.680904788970947266e+02,2.793112604618072510e+02,2.905099873542785645e+02,3.017620854377746582e+02,3.130732183456420898e+02,3.242687716484069824e+02,3.357326591014862061e+02,3.471058659553527832e+02,3.582052400112152100e+02,3.693022172451019287e+02,3.804146416187286377e+02,3.914985017776489258e+02,4.025358562469482422e+02,4.136265099048614502e+02,4.246778912544250488e+02,4.357614858150482178e+02,4.467966985702514648e+02
3.801524639129638672e-01,1.035490632057189941e+01,2.104087424278259277e+01,3.212636923789978027e+01,4.315136885643005371e+01,5.427272176742553711e+01,6.533555555343627930e+01,7.697676777839660645e+01,8.829981160163879395e+01,9.940643358230590820e+01,1.105427453517913818e+02,1.216657812595367432e+02,1.327967169284820557e+02,1.438905253410339355e+02,1.549984500408172607e+02,1.661647677421569824e+02,1.772574048042297363e+02,1.883539974689483643e+02,1.995236737728118896e+02,2.106383211612701416e+02,2.217427327632904053e+02,2.328510947227478027e+02,2.439682297706604004e+02,2.550878837108612061e+02,2.662182016372680664e+02,2.772826521396636963e+02,2.883624839782714844e+02,2.994835581779479980e+02,3.106394965648651123e+02,3.217692427635192871e+02,3.328839664459228516e+02,3.439852564334869385e+02,3.551440412998199463e+02,3.663295724391937256e+02,3.774542906284332275e+02,3.885958278179168701e+02,3.996923618316650391e+02,4.108212161064147949e+02,4.219801828861236572e+02,4.330661315917968750e+02,4.441711776256561279e+02
3.534126281738281250e-01,1.025972008705139160e+01,2.089013409614562988e+01,3.187694406509399414e+01,4.304894614219665527e+01,5.413959622383117676e+01,6.527998876571655273e+01,7.643920445442199707e+01,8.756377792358398438e+01,9.873320150375366211e+01,1.098000099658966064e+02,1.209163866043090820e+02,1.320000548362731934e+02,1.431190810203552246e+02,1.542607297897338867e+02,1.653876824378967285e+02,1.764640734195709229e+02,1.876180148124694824e+02,1.987014498710632324e+02,2.098389353752136230e+02,2.209483654499053955e+02,2.320443418025970459e+02,2.431358542442321777e+02,2.542618086338043213e+02,2.654017643928527832e+02,2.765043427944183350e+02,2.876417388916015625e+02,2.987474863529205322e+02,3.098776652812957764e+02,3.211176342964172363e+02,3.323827109336853027e+02,3.435998082160949707e+02,3.547527320384979248e+02,3.658493964672088623e+02,3.769722471237182617e+02,3.881235213279724121e+02,3.992493300437927246e+02,4.103831057548522949e+02,4.215139977931976318e+02,4.326763262748718262e+02,4.438474082946777344e+02
3.492963314056396484e-01,1.038909649848937988e+01,2.116847944259643555e+01,3.232807803153991699e+01,4.342250275611877441e+01,5.455101251602172852e+01,6.567030668258666992e+01,7.676876544952392578e+01,8.791376018524169922e+01,9.913002228736877441e+01,1.102877881526947021e+02,1.214162495136260986e+02,1.326269190311431885e+02,1.439830193519592285e+02,1.552052693367004395e+02,1.663678982257843018e+02,1.774729998111724854e+02,1.886538980007171631e+02,1.997921578884124756e+02,2.109749255180358887e+02,2.227118160724639893e+02,2.341131107807159424e+02,2.454320731163024902e+02,2.567448148727416992e+02,2.679020884037017822e+02,2.790822358131408691e+02,2.902681174278259277e+02,3.013570594787597656e+02,3.124871010780334473e+02,3.236372389793395996e+02,3.347478668689727783e+02,3.459236261844635010e+02,3.570607047080993652e+02,3.681969406604766846e+02,3.792797491550445557e+02,3.904303095340728760e+02,4.015412316322326660e+02,4.126285438537597656e+02,4.238065688610076904e+02,4.349952611923217773e+02,4.461697278022766113e+02
3.593325614929199219e-01,1.039631271362304688e+01,2.119742274284362793e+01,3.232915782928466797e+01,4.344873929023742676e+01,5.459450101852416992e+01,6.572954249382019043e+01,7.682995629310607910e+01,8.794038414955139160e+01,9.907164025306701660e+01,1.102358376979827881e+02,1.213888180255889893e+02,1.325540056228637695e+02,1.436734108924865723e+02,1.548111355304718018e+02,1.659581437110900879e+02,1.771183063983917236e+02,1.882671024799346924e+02,1.993747651576995850e+02,2.105277085304260254e+02,2.216675708293914795e+02,2.328513503074645996e+02,2.439848959445953369e+02,2.550865745544433594e+02,2.662380919456481934e+02,2.773387224674224854e+02,2.884584329128265381e+02,2.996303827762603760e+02,3.107643589973449707e+02,3.218948450088500977e+02,3.330193207263946533e+02,3.442908933162689209e+02,3.556858875751495361e+02,3.668240270614624023e+02,3.779521951675415039e+02,3.890564527511596680e+02,4.002189810276031494e+02,4.113425471782684326e+02,4.224504315853118896e+02,4.336349256038665771e+02,4.447433476448059082e+02
