2.665582919120788574e+01,3.481561374664306641e+01,4.400106954574584961e+01,5.375982952117919922e+01,6.345722389221191406e+01,7.335581231117248535e+01,8.326017951965332031e+01,9.318351483345031738e+01,1.031720898151397705e+02,1.131154761314392090e+02,1.229996213912963867e+02,1.328562359809875488e+02,1.427042701244354248e+02,1.525670580863952637e+02,1.624484794139862061e+02,1.723622300624847412e+02,1.823222088813781738e+02,1.922073004245758057e+02,2.021469738483428955e+02,2.120473766326904297e+02,2.219664492607116699e+02
2.306744503974914551e+01,3.154939985275268555e+01,4.089693737030029297e+01,5.083747673034667969e+01,6.075286650657653809e+01,7.071768784523010254e+01,8.066120433807373047e+01,9.058416390419006348e+01,1.005708286762237549e+02,1.105218210220336914e+02,1.204646489620208740e+02,1.304365651607513428e+02,1.404279184341430664e+02,1.504131267070770264e+02,1.604206323623657227e+02,1.703843853473663330e+02,1.803754901885986328e+02,1.904154248237609863e+02,2.003592207431793213e+02,2.103504898548126221e+02,2.203713607788085938e+02
2.312499928474426270e+01,3.163993072509765625e+01,4.127537322044372559e+01,5.147598361968994141e+01,6.151588630676269531e+01,7.174943304061889648e+01,8.189502787590026855e+01,9.207229781150817871e+01,1.022616479396820068e+02,1.123641798496246338e+02,1.225561828613281250e+02,1.327187650203704834e+02,1.428827564716339111e+02,1.529995477199554443e+02,1.631363146305084229e+02,1.733181128501892090e+02,1.834477698802947998e+02,1.936753127574920654e+02,2.037620692253112793e+02,2.139033091068267822e+02,2.239216780662536621e+02
2.316912436485290527e+01,3.172715401649475098e+01,4.114690828323364258e+01,5.114473462104797363e+01,6.125416302680969238e+01,7.139362239837646484e+01,8.153110718727111816e+01,9.167593884468078613e+01,1.018006958961486816e+02,1.118596982955932617e+02,1.218879389762878418e+02,1.318857045173645020e+02,1.419992346763610840e+02,1.519666574001312256e+02,1.618773298263549805e+02,1.718481302261352539e+02,1.817695422172546387e+02,1.916787111759185791e+02,2.016644389629364014e+02,2.116736433506011963e+02,2.216790373325347900e+02
2.316277623176574707e+01,3.169360899925231934e+01,4.110542631149291992e+01,5.104957437515258789e+01,6.105242419242858887e+01,7.106492066383361816e+01,8.105737113952636719e+01,9.099254155158996582e+01,1.009638001918792725e+02,1.110077104568481445e+02,1.209839000701904297e+02,1.310395562648773193e+02,1.411035504341125488e+02,1.511338665485382080e+02,1.611334643363952637e+02,1.711231136322021484e+02,1.811146006584167480e+02,1.910823233127593994e+02,2.010448853969573975e+02,2.109984076023101807e+02,2.209248273372650146e+02
2.312935185432434082e+01,3.163246059417724609e+01,4.102217292785644531e+01,5.097147941589355469e+01,6.099121785163879395e+01,7.091054248809814453e+01,8.086982774734497070e+01,9.080810689926147461e+01,1.007508072853088379e+02,1.107096107006072998e+02,1.206709911823272705e+02,1.306483542919158936e+02,1.406492109298706055e+02,1.505951366424560547e+02,1.605191812515258789e+02,1.704388065338134766e+02,1.803684756755828857e+02,1.903280916213989258e+02,2.003080668449401855e+02,2.102704527378082275e+02,2.202516317367553711e+02
2.102457761764526367e+01,2.953848099708557129e+01,3.891783523559570312e+01,4.887610530853271484e+01,5.887595129013061523e+01,6.884157824516296387e+01,7.889836883544921875e+01,8.895049071311950684e+01,9.893993949890136719e+01,1.089092669486999512e+02,1.190551114082336426e+02,1.291888070106506348e+02,1.393268814086914062e+02,1.494675018787384033e+02,1.594550807476043701e+02,1.693919031620025635e+02,1.793132140636444092e+02,1.892352492809295654e+02,1.992229273319244385e+02,2.092303719520568848e+02,2.192617280483245850e+02
2.316840457916259766e+01,3.169006252288818359e+01,4.109825491905212402e+01,5.106582450866699219e+01,6.107401180267333984e+01,7.103421401977539062e+01,8.112038183212280273e+01,9.109532523155212402e+01,1.010814256668090820e+02,1.111418659687042236e+02,1.211952981948852539e+02,1.312850365638732910e+02,1.413002924919128418e+02,1.513489954471588135e+02,1.613784010410308838e+02,1.714098668098449707e+02,1.814446468353271484e+02,1.914318587779998779e+02,2.014242172241210938e+02,2.114889621734619141e+02,2.215964393615722656e+02
2.324412059783935547e+01,3.179186582565307617e+01,4.122492361068725586e+01,5.121627521514892578e+01,6.127109026908874512e+01,7.130371856689453125e+01,8.128955769538879395e+01,9.132759547233581543e+01,1.013594985008239746e+02,1.114240958690643311e+02,1.214858186244964600e+02,1.315462267398834229e+02,1.415552687644958496e+02,1.515613999366760254e+02,1.615996239185333252e+02,1.716158859729766846e+02,1.816092448234558105e+02,1.916147694587707520e+02,2.016199507713317871e+02,2.116123690605163574e+02,2.215891346931457520e+02
2.313978648185729980e+01,3.166112637519836426e+01,4.106430721282958984e+01,5.102546763420104980e+01,6.102608942985534668e+01,7.099172306060791016e+01,8.094338488578796387e+01,9.090149188041687012e+01,1.008634250164031982e+02,1.108237457275390625e+02,1.208078951835632324e+02,1.307823309898376465e+02,1.407439641952514648e+02,1.507340862751007080e+02,1.608346674442291260e+02,1.709835376739501953e+02,1.809731111526489258e+02,1.909790208339691162e+02,2.010070192813873291e+02,2.110751461982727051e+02,2.210881376266479492e+02
