2.177968764305114746e+01,2.994893860816955566e+01,3.904971551895141602e+01,4.869946789741516113e+01,5.838277840614318848e+01,6.811121630668640137e+01,7.787893509864807129e+01,8.765159416198730469e+01,9.744488525390625000e+01,1.072385020256042480e+02,1.170469899177551270e+02,1.268747770786285400e+02,1.367101500034332275e+02,1.465490639209747314e+02,1.563831381797790527e+02,1.662571837902069092e+02,1.761399569511413574e+02,1.860317361354827881e+02,1.959092361927032471e+02,2.057719542980194092e+02,2.156676855087280273e+02
2.234375882148742676e+01,3.080690097808837891e+01,4.015103220939636230e+01,5.007247400283813477e+01,6.002051401138305664e+01,7.006728982925415039e+01,8.015232682228088379e+01,9.019631576538085938e+01,1.002763655185699463e+02,1.102521514892578125e+02,1.202359125614166260e+02,1.302807447910308838e+02,1.404159243106842041e+02,1.505588848590850830e+02,1.607001347541809082e+02,1.707887618541717529e+02,1.807288556098937988e+02,1.908099536895751953e+02,2.008576107025146484e+02,2.109799461364746094e+02,2.210629107952117920e+02
2.256308269500732422e+01,3.110331559181213379e+01,4.058224964141845703e+01,5.075153088569641113e+01,6.087115550041198730e+01,7.099642205238342285e+01,8.112155079841613770e+01,9.126061511039733887e+01,1.013793015480041504e+02,1.115013811588287354e+02,1.216069056987762451e+02,1.317336676120758057e+02,1.418758735656738281e+02,1.520136129856109619e+02,1.621553699970245361e+02,1.722609190940856934e+02,1.823564331531524658e+02,1.924574606418609619e+02,2.025021355152130127e+02,2.124908471107482910e+02,2.225850548744201660e+02
2.258291792869567871e+01,3.112898445129394531e+01,4.054801416397094727e+01,5.054098391532897949e+01,6.054195189476013184e+01,7.051245045661926270e+01,8.049323105812072754e+01,9.052887320518493652e+01,1.006511964797973633e+02,1.106911418437957764e+02,1.206605725288391113e+02,1.307036433219909668e+02,1.407098157405853271e+02,1.507353184223175049e+02,1.607792906761169434e+02,1.708012392520904541e+02,1.808266553878784180e+02,1.908907623291015625e+02,2.009300248622894287e+02,2.109487099647521973e+02,2.209931221008300781e+02
2.254292154312133789e+01,3.107484984397888184e+01,4.048950934410095215e+01,5.047327995300292969e+01,6.044422912597656250e+01,7.044771671295166016e+01,8.047039508819580078e+01,9.053800177574157715e+01,1.005768575668334961e+02,1.105712418556213379e+02,1.206296858787536621e+02,1.306453902721405029e+02,1.406435499191284180e+02,1.506431245803833008e+02,1.606995570659637451e+02,1.707005946636199951e+02,1.807391805648803711e+02,1.907334384918212891e+02,2.007578148841857910e+02,2.107574837207794189e+02,2.207685852050781250e+02
2.251869368553161621e+01,3.103515195846557617e+01,4.043919968605041504e+01,5.042600798606872559e+01,6.040324211120605469e+01,7.037818145751953125e+01,8.036501860618591309e+01,9.037744736671447754e+01,1.003662583827972412e+02,1.103353433609008789e+02,1.203262717723846436e+02,1.302862555980682373e+02,1.402437496185302734e+02,1.502439713478088379e+02,1.603837108612060547e+02,1.705209002494812012e+02,1.806572034358978271e+02,1.907950274944305420e+02,2.009360976219177246e+02,2.110807433128356934e+02,2.212195301055908203e+02
2.262393021583557129e+01,3.117702579498291016e+01,4.065567874908447266e+01,5.079114961624145508e+01,6.093009805679321289e+01,7.106847643852233887e+01,8.120654559135437012e+01,9.134431409835815430e+01,1.014791615009307861e+02,1.116230995655059814e+02,1.217667326927185059e+02,1.319060082435607910e+02,1.420429108142852783e+02,1.521788592338562012e+02,1.623214993476867676e+02,1.724222478866577148e+02,1.824775373935699463e+02,1.924600317478179932e+02,2.024433400630950928e+02,2.124080102443695068e+02,2.223912220001220703e+02
2.249564814567565918e+01,3.101860356330871582e+01,4.040736770629882812e+01,5.033748030662536621e+01,6.027339196205139160e+01,7.021707129478454590e+01,8.017038726806640625e+01,9.015207839012145996e+01,1.001054673194885254e+02,1.100426797866821289e+02,1.199784610271453857e+02,1.299368057250976562e+02,1.398912847042083740e+02,1.498628032207489014e+02,1.598558998107910156e+02,1.698178157806396484e+02,1.797725067138671875e+02,1.896948447227478027e+02,1.996459114551544189e+02,2.095717084407806396e+02,2.195226180553436279e+02
2.246072363853454590e+01,3.096935939788818359e+01,4.036830568313598633e+01,5.029985642433166504e+01,6.022828841209411621e+01,7.017450428009033203e+01,8.012752318382263184e+01,9.008145880699157715e+01,1.000029911994934082e+02,1.099701926708221436e+02,1.198928534984588623e+02,1.298137879371643066e+02,1.397459461688995361e+02,1.496978182792663574e+02,1.596374790668487549e+02,1.696103246212005615e+02,1.795408082008361816e+02,1.895767261981964111e+02,1.995971519947052002e+02,2.096768724918365479e+02,2.197526285648345947e+02
2.289032673835754395e+01,3.153293800354003906e+01,4.105772423744201660e+01,5.116420602798461914e+01,6.120334529876708984e+01,7.126102566719055176e+01,8.126698064804077148e+01,9.126219892501831055e+01,1.012574169635772705e+02,1.112555637359619141e+02,1.213356935977935791e+02,1.313749330043792725e+02,1.414042768478393555e+02,1.514287755489349365e+02,1.613683757781982422e+02,1.713489542007446289e+02,1.814797565937042236e+02,1.915833120346069336e+02,2.015375378131866455e+02,2.115415406227111816e+02,2.215562784671783447e+02
