5.490586718750000000e+04,4.365176171875000000e+04,4.104831250000000000e+04,3.995341015625000000e+04,3.935062500000000000e+04,3.898376953125000000e+04,3.874251953125000000e+04,3.856841406250000000e+04,3.844730078125000000e+04,3.834839843750000000e+04,3.827276562500000000e+04,3.821266406250000000e+04,3.816468359375000000e+04,3.812593359375000000e+04,3.809466015625000000e+04,3.806830859375000000e+04,3.804309375000000000e+04,3.802161718750000000e+04,3.800326953125000000e+04,3.798584765625000000e+04
4.906584765625000000e+04,3.670489062500000000e+04,3.437770703125000000e+04,3.338393750000000000e+04,3.280710546875000000e+04,3.243502539062500000e+04,3.218204296875000000e+04,3.200299218750000000e+04,3.187480078125000000e+04,3.178740625000000000e+04,3.171764843750000000e+04,3.166587109375000000e+04,3.162306250000000000e+04,3.158924609375000000e+04,3.156009375000000000e+04,3.153524804687500000e+04,3.151373046875000000e+04,3.149439062500000000e+04,3.147717578125000000e+04,3.146198046875000000e+04
1.017438281250000000e+05,6.805991406250000000e+04,6.145699218750000000e+04,5.835093359375000000e+04,5.666455078125000000e+04,5.558523828125000000e+04,5.483101953125000000e+04,5.430671093750000000e+04,5.391529296875000000e+04,5.360726171875000000e+04,5.336506640625000000e+04,5.316971875000000000e+04,5.302194531250000000e+04,5.289709375000000000e+04,5.279223437500000000e+04,5.270895703125000000e+04,5.262864843750000000e+04,5.256125000000000000e+04,5.249966015625000000e+04,5.244985156250000000e+04
6.316495312500000000e+04,4.358160546875000000e+04,3.841914843750000000e+04,3.603772265625000000e+04,3.469447265625000000e+04,3.385928906250000000e+04,3.327270312500000000e+04,3.285182421875000000e+04,3.254592968750000000e+04,3.230923632812500000e+04,3.212217968750000000e+04,3.198177343750000000e+04,3.186655078125000000e+04,3.177101562500000000e+04,3.169506445312500000e+04,3.163430078125000000e+04,3.158127929687500000e+04,3.153291796875000000e+04,3.149240820312500000e+04,3.145634375000000000e+04
5.809554687500000000e+04,4.573737500000000000e+04,4.312257031250000000e+04,4.200520703125000000e+04,4.141563671875000000e+04,4.108548046875000000e+04,4.086916015625000000e+04,4.072599218750000000e+04,4.062407031250000000e+04,4.055207812500000000e+04,4.049568359375000000e+04,4.045304687500000000e+04,4.041776562500000000e+04,4.038839453125000000e+04,4.036567187500000000e+04,4.034528906250000000e+04,4.032935156250000000e+04,4.031447656250000000e+04,4.030221875000000000e+04,4.029149609375000000e+04
5.113579687500000000e+04,3.892450000000000000e+04,3.629664453125000000e+04,3.517444531250000000e+04,3.454123437500000000e+04,3.415801171875000000e+04,3.389602734375000000e+04,3.371096093750000000e+04,3.356904687500000000e+04,3.346504687500000000e+04,3.338632812500000000e+04,3.331842187500000000e+04,3.326605078125000000e+04,3.322356250000000000e+04,3.318775390625000000e+04,3.315784375000000000e+04,3.313115625000000000e+04,3.310686328125000000e+04,3.308636718750000000e+04,3.306783984375000000e+04
6.734652343750000000e+04,5.218853906250000000e+04,4.841471484375000000e+04,4.680387890625000000e+04,4.591216796875000000e+04,4.533119531250000000e+04,4.495010546875000000e+04,4.468278515625000000e+04,4.448125781250000000e+04,4.433803906250000000e+04,4.421770703125000000e+04,4.412875390625000000e+04,4.404691796875000000e+04,4.398508203125000000e+04,4.392805468750000000e+04,4.388467968750000000e+04,4.384450000000000000e+04,4.381153906250000000e+04,4.377918359375000000e+04,4.375250000000000000e+04
6.888731250000000000e+04,5.441288281250000000e+04,5.096663671875000000e+04,4.953785937500000000e+04,4.874199218750000000e+04,4.826144921875000000e+04,4.792487109375000000e+04,4.769309765625000000e+04,4.752071093750000000e+04,4.739153125000000000e+04,4.730160156250000000e+04,4.722764843750000000e+04,4.716780859375000000e+04,4.711758984375000000e+04,4.707488671875000000e+04,4.703787890625000000e+04,4.700742578125000000e+04,4.697927734375000000e+04,4.695475781250000000e+04,4.693181640625000000e+04
6.436223046875000000e+04,5.115205078125000000e+04,4.809257031250000000e+04,4.671056640625000000e+04,4.595373828125000000e+04,4.549393750000000000e+04,4.519283203125000000e+04,4.498161718750000000e+04,4.482394531250000000e+04,4.469975390625000000e+04,4.460480859375000000e+04,4.452915234375000000e+04,4.445998437500000000e+04,4.440441406250000000e+04,4.435863281250000000e+04,4.431310156250000000e+04,4.427583203125000000e+04,4.424197656250000000e+04,4.421330859375000000e+04,4.418784765625000000e+04
8.390238281250000000e+04,5.557707421875000000e+04,4.873661718750000000e+04,4.540934375000000000e+04,4.331235156250000000e+04,4.197828906250000000e+04,4.088319531250000000e+04,4.005859375000000000e+04,3.943629687500000000e+04,3.890562109375000000e+04,3.848663281250000000e+04,3.813974218750000000e+04,3.787924218750000000e+04,3.765589843750000000e+04,3.747630078125000000e+04,3.732855468750000000e+04,3.720453906250000000e+04,3.710155468750000000e+04,3.700704296875000000e+04,3.692237109375000000e+04
